sr_no,admission_no,pen_no,name,roll_no,class,class_name,section,class_sec,father_name,mother_name,guardian_name,mobile,contact,contact_phone,address,gender,dob,category,house,transport_opted,uses_transport,bus_route,total_fee,paid_fee,balance_fee,fees_due,status
"SR-2024-1081","ADM-5081","PEN-RJ-2024-539884","Ronit Gaur","11","LKG","LKG","B","LKG - B","Chhagan Lal Gaur","Geeta Devi","Chhagan Lal Gaur","9414384516","9414384516","9414384516","Ramsar Road, Barmer","Male","2021-09-24","SC","Raman",false,false,"",24000,24000,0,0,"Active"
"SR-2024-1082","ADM-5082","PEN-RJ-2024-486603","Reyansh Meghwal","12","LKG","LKG","B","LKG - B","Bhawani Singh Meghwal","Laxmi Devi","Bhawani Singh Meghwal","9460692744","9460692744","9460692744","Sindhari Road, Near Bus Stand, Barmer","Male","2021-06-11","OBC","Raman",false,false,"",24000,24000,0,0,"Active"
"SR-2024-1083","ADM-5083","PEN-RJ-2024-363197","Naresh Dave","13","LKG","LKG","B","LKG - B","Manak Chand Dave","Sugan Kanwar","Manak Chand Dave","8769239690","8769239690","8769239690","Baldev Nagar, Near Ratan Singh Circle, Barmer","Male","2021-08-10","SC","Raman",true,true,"Route 2 (Indira Colony - Shastri Nagar)",36000,36000,0,0,"Active"
"SR-2024-1084","ADM-5084","PEN-RJ-2024-689856","Chhavi Mittal","14","LKG","LKG","B","LKG - B","Jabbar Singh Mittal","Bhanwar Kanwar","Jabbar Singh Mittal","9828918313","9828918313","9828918313","Tilak Nagar, Barmer","Female","2021-06-25","General","Ashoka",false,false,"",24000,18000,6000,6000,"Active"
"SR-2024-1085","ADM-5085","PEN-RJ-2024-226013","Saraswati Gupta","15","LKG","LKG","B","LKG - B","Dinesh Gupta","Sharda","Dinesh Gupta","8769394980","8769394980","8769394980","Shastri Nagar, Sector 2, Barmer","Female","2021-09-19","SC","Shivaji",true,true,"Route 4 (Mahaveer Nagar - Collectorate)",36000,0,36000,36000,"Active"
"SR-2024-1086","ADM-5086","PEN-RJ-2024-852827","Omprakash Dave","16","LKG","LKG","B","LKG - B","Suresh Dave","Parvati Devi","Suresh Dave","9460477471","9460477471","9460477471","Shastri Nagar, Sector 2, Barmer","Male","2021-03-15","OBC","Shivaji",true,true,"Route 2 (Indira Colony - Shastri Nagar)",36000,18000,18000,18000,"Active"
"SR-2024-1087","ADM-5087","PEN-RJ-2024-487041","Manju Suthar","17","LKG","LKG","B","LKG - B","Sawai Singh Suthar","Rukmani Devi","Sawai Singh Suthar","9829184789","9829184789","9829184789","Sadar Bazaar, Near Old Fort, Barmer","Female","2021-08-17","OBC","Tagore",false,false,"",24000,0,24000,24000,"Active"
"SR-2024-1088","ADM-5088","PEN-RJ-2024-944252","Rekha Mittal","18","LKG","LKG","B","LKG - B","Shaitan Singh Mittal","Savitri Devi","Shaitan Singh Mittal","9414439369","9414439369","9414439369","Chohtan Circle, Highway Link, Barmer","Female","2021-06-04","OBC","Raman",false,false,"",24000,0,24000,24000,"Active"
"SR-2024-1089","ADM-5089","PEN-RJ-2024-652401","Sara Jangid","19","LKG","LKG","B","LKG - B","Loonkaran Jangid","Chandra Kanwar","Loonkaran Jangid","9414705905","9414705905","9414705905","Chohtan Circle, Highway Link, Barmer","Female","2021-12-28","ST","Tagore",false,false,"",24000,14500,9500,9500,"Active"
"SR-2024-1090","ADM-5090","PEN-RJ-2024-837834","Pabu Vyas","20","LKG","LKG","B","LKG - B","Sumer Singh Vyas","Sunita","Sumer Singh Vyas","8769244132","8769244132","8769244132","Baytu Link Road, Barmer","Male","2021-12-19","SC","Ashoka",false,false,"",24000,12000,12000,12000,"Active"
"SR-2024-1091","ADM-5091","PEN-RJ-2024-901949","Mohan Bansal","21","LKG","LKG","B","LKG - B","Prem Singh Bansal","Meenakshi","Prem Singh Bansal","9414822997","9414822997","9414822997","Kalyanpura, Barmer","Male","2021-10-28","OBC","Shivaji",false,false,"",24000,24000,0,0,"Active"
"SR-2024-1092","ADM-5092","PEN-RJ-2024-243470","Muhammad Raika","22","LKG","LKG","B","LKG - B","Uttamchand Raika","Pooja","Uttamchand Raika","9460394754","9460394754","9460394754","Indira Colony, Lane 4, Barmer","Male","2021-09-09","SC","Tagore",false,false,"",24000,18000,6000,6000,"Active"
"SR-2024-1093","ADM-5093","PEN-RJ-2024-762573","Kunal Mathur","23","LKG","LKG","B","LKG - B","Parasmal Mathur","Sayar Kanwar","Parasmal Mathur","8769960812","8769960812","8769960812","Kalyanpura, Barmer","Male","2021-06-19","OBC","Ashoka",true,true,"Route 8 (Rai Colony - Civil Lines)",36000,14500,21500,21500,"Active"
"SR-2024-1094","ADM-5094","PEN-RJ-2024-854900","Aarohi Sharma","24","LKG","LKG","B","LKG - B","Narpat Singh Sharma","Durga Devi","Narpat Singh Sharma","9828108591","9828108591","9828108591","Shastri Nagar, Sector 2, Barmer","Female","2021-07-11","ST","Shivaji",false,false,"",24000,24000,0,0,"Active"
"SR-2024-1095","ADM-5095","PEN-RJ-2024-238992","Vivaan Rajput","25","LKG","LKG","B","LKG - B","Tarachand Rajput","Kamla Devi","Tarachand Rajput","9828178816","9828178816","9828178816","Plot 42, Civil Lines, Barmer","Male","2021-04-20","ST","Shivaji",false,false,"",24000,18000,6000,6000,"Active"
"SR-2024-1096","ADM-5096","PEN-RJ-2024-799797","Aarav Chauhan","26","LKG","LKG","B","LKG - B","Sawai Singh Chauhan","Sushila","Sawai Singh Chauhan","9829298742","9829298742","9829298742","Baytu Link Road, Barmer","Male","2021-10-11","ST","Shivaji",false,false,"",24000,24000,0,0,"Active"
"SR-2024-1097","ADM-5097","PEN-RJ-2024-107067","Vijay Kumhar","27","LKG","LKG","B","LKG - B","Jagdish Prasad Kumhar","Rekha","Jagdish Prasad Kumhar","9414224765","9414224765","9414224765","Rai Colony, Near Water Tank, Barmer","Male","2021-05-10","OBC","Shivaji",true,true,"Route 7 (Sindhari Road - Kalyanpura)",36000,36000,0,0,"Active"
"SR-2024-1098","ADM-5098","PEN-RJ-2024-751408","Kuldeep Lohar","28","LKG","LKG","B","LKG - B","Jagdish Prasad Lohar","Bhanwar Kanwar","Jagdish Prasad Lohar","9460813431","9460813431","9460813431","Opp. Collectorate, Mahaveer Nagar, Barmer","Male","2021-10-12","SC","Raman",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",36000,36000,0,0,"Active"
"SR-2024-1099","ADM-5099","PEN-RJ-2024-238586","Sahil Bansal","29","LKG","LKG","B","LKG - B","Mahendra Bansal","Anand Kanwar","Mahendra Bansal","9414777004","9414777004","9414777004","Kalyanpura, Barmer","Male","2021-06-07","OBC","Raman",true,true,"Route 2 (Indira Colony - Shastri Nagar)",36000,36000,0,0,"Active"
"SR-2024-1100","ADM-5100","PEN-RJ-2024-495578","Aarav Bishnoi","30","LKG","LKG","B","LKG - B","Jethmal Bishnoi","Shanti Devi","Jethmal Bishnoi","9784139966","9784139966","9784139966","Chohtan Circle, Highway Link, Barmer","Male","2021-05-06","SC","Tagore",false,false,"",24000,14500,9500,9500,"Active"
"SR-2024-1101","ADM-5101","PEN-RJ-2024-348034","Jitendra Solanki","31","LKG","LKG","B","LKG - B","Chhagan Lal Solanki","Rekha","Chhagan Lal Solanki","9460257076","9460257076","9460257076","Sindhari Road, Near Bus Stand, Barmer","Male","2021-07-17","General","Raman",false,false,"",24000,18000,6000,6000,"Active"
"SR-2024-1102","ADM-5102","PEN-RJ-2024-696335","Tanu Solanki","32","LKG","LKG","B","LKG - B","Ramesh Chand Solanki","Anita","Ramesh Chand Solanki","9414117318","9414117318","9414117318","Station Road, Near Soni Dharmshala, Barmer","Female","2021-04-27","General","Ashoka",true,true,"Route 2 (Indira Colony - Shastri Nagar)",36000,27000,9000,9000,"Active"
"SR-2024-1103","ADM-5103","PEN-RJ-2024-610998","Saroj Rathore","33","LKG","LKG","B","LKG - B","Ashok Rathore","Mohan Kanwar","Ashok Rathore","9829879539","9829879539","9829879539","Laxmi Nagar, Street 3, Barmer","Female","2021-01-01","ST","Shivaji",false,false,"",24000,12000,12000,12000,"Active"
"SR-2024-1104","ADM-5104","PEN-RJ-2024-950772","Shyam Parihar","34","LKG","LKG","B","LKG - B","Kailash Parihar","Savitri Devi","Kailash Parihar","9414642502","9414642502","9414642502","Jasol Road, Balotra Highway, Barmer","Male","2021-09-13","General","Tagore",true,true,"Route 4 (Mahaveer Nagar - Collectorate)",36000,36000,0,0,"Active"
"SR-2024-1105","ADM-5105","PEN-RJ-2024-714796","Rohit Trivedi","35","LKG","LKG","B","LKG - B","Uttamchand Trivedi","Manju","Uttamchand Trivedi","8769249234","8769249234","8769249234","Jasol Road, Balotra Highway, Barmer","Male","2021-04-18","SC","Raman",false,false,"",24000,24000,0,0,"Active"
"SR-2024-1106","ADM-5106","PEN-RJ-2024-384260","Urmila Garg","01","UKG","UKG","A","UKG - A","Jagdish Prasad Garg","Prem Kanwar","Jagdish Prasad Garg","9829604333","9829604333","9829604333","Rai Colony, Near Water Tank, Barmer","Female","2020-12-27","SC","Raman",true,true,"Route 3 (Station Road - Sadar Bazaar)",36000,36000,0,0,"Active"
"SR-2024-1107","ADM-5107","PEN-RJ-2024-364639","Sushila Maheshwari","02","UKG","UKG","A","UKG - A","Sumer Singh Maheshwari","Rukmani Devi","Sumer Singh Maheshwari","9414469713","9414469713","9414469713","Laxmi Nagar, Street 3, Barmer","Female","2020-01-06","ST","Shivaji",false,false,"",24000,9500,14500,14500,"Active"
"SR-2024-1108","ADM-5108","PEN-RJ-2024-786632","Shravan Bansal","03","UKG","UKG","A","UKG - A","Rajesh Bansal","Gulab Kanwar","Rajesh Bansal","9784353755","9784353755","9784353755","Indira Colony, Lane 4, Barmer","Male","2020-11-28","ST","Raman",true,true,"Route 1 (Baldev Nagar - Ratan Singh Circle)",36000,36000,0,0,"Active"
"SR-2024-1109","ADM-5109","PEN-RJ-2024-452205","Pradeep Rajput","04","UKG","UKG","A","UKG - A","Parasmal Rajput","Prem Kanwar","Parasmal Rajput","9414423212","9414423212","9414423212","Tilak Nagar, Barmer","Male","2020-07-26","OBC","Ashoka",false,false,"",24000,24000,0,0,"Active"
"SR-2024-1110","ADM-5110","PEN-RJ-2024-975741","Govind Rathore","05","UKG","UKG","A","UKG - A","Sumer Singh Rathore","Rekha","Sumer Singh Rathore","9828129575","9828129575","9828129575","Ramsar Road, Barmer","Male","2020-08-08","SC","Tagore",true,true,"Route 6 (Uttarlai Road - Airforce Area)",36000,0,36000,36000,"Active"
"SR-2024-1111","ADM-5111","PEN-RJ-2024-707635","Ananya Bansal","06","UKG","UKG","A","UKG - A","Sumer Singh Bansal","Sayar Kanwar","Sumer Singh Bansal","9460833428","9460833428","9460833428","Rai Colony, Near Water Tank, Barmer","Female","2020-02-26","SC","Shivaji",false,false,"",24000,9500,14500,14500,"Active"
"SR-2024-1112","ADM-5112","PEN-RJ-2024-400717","Kamla Mathur","07","UKG","UKG","A","UKG - A","Sumer Singh Mathur","Sharda","Sumer Singh Mathur","9460811730","9460811730","9460811730","Rai Colony, Near Water Tank, Barmer","Female","2020-07-08","ST","Shivaji",false,false,"",24000,14500,9500,9500,"Active"
"SR-2024-1113","ADM-5113","PEN-RJ-2024-549775","Jethmal Verma","08","UKG","UKG","A","UKG - A","Ramesh Chand Verma","Anand Kanwar","Ramesh Chand Verma","8769470296","8769470296","8769470296","Sadar Bazaar, Near Old Fort, Barmer","Male","2020-10-10","General","Ashoka",false,false,"",24000,12000,12000,12000,"Active"
"SR-2024-1114","ADM-5114","PEN-RJ-2024-984275","Hanuman Mittal","09","UKG","UKG","A","UKG - A","Parasmal Mittal","Anita","Parasmal Mittal","9829251042","9829251042","9829251042","Nehru Nagar, Main Road, Barmer","Male","2020-09-13","General","Ashoka",true,true,"Route 1 (Baldev Nagar - Ratan Singh Circle)",36000,14500,21500,21500,"Active"
"SR-2024-1115","ADM-5115","PEN-RJ-2024-118584","Shaurya Soni","10","UKG","UKG","A","UKG - A","Teja Ram Soni","Pushpa Devi","Teja Ram Soni","9828419064","9828419064","9828419064","Sindhari Road, Near Bus Stand, Barmer","Male","2020-04-14","General","Raman",false,false,"",24000,12000,12000,12000,"Active"
"SR-2024-1116","ADM-5116","PEN-RJ-2024-291633","Durga Vyas","11","UKG","UKG","A","UKG - A","Kailash Vyas","Savitri Devi","Kailash Vyas","9460322170","9460322170","9460322170","Rai Colony, Near Water Tank, Barmer","Female","2020-04-02","General","Raman",false,false,"",24000,12000,12000,12000,"Active"
"SR-2024-1117","ADM-5117","PEN-RJ-2024-312505","Jabbar Kumhar","12","UKG","UKG","A","UKG - A","Kailash Kumhar","Rukmani Devi","Kailash Kumhar","8769403759","8769403759","8769403759","Jasol Road, Balotra Highway, Barmer","Male","2020-10-15","ST","Raman",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",36000,36000,0,0,"Active"
"SR-2024-1118","ADM-5118","PEN-RJ-2024-507180","Manak Verma","13","UKG","UKG","A","UKG - A","Jabbar Singh Verma","Kamla Devi","Jabbar Singh Verma","8769336808","8769336808","8769336808","Chohtan Circle, Highway Link, Barmer","Male","2020-12-15","General","Tagore",false,false,"",24000,24000,0,0,"Active"
"SR-2024-1119","ADM-5119","PEN-RJ-2024-243049","Payal Raika","14","UKG","UKG","A","UKG - A","Mahendra Raika","Sunita","Mahendra Raika","8769834296","8769834296","8769834296","Nehru Nagar, Main Road, Barmer","Female","2020-07-04","ST","Tagore",false,false,"",24000,24000,0,0,"Active"
"SR-2024-1120","ADM-5120","PEN-RJ-2024-793074","Sumer Raika","15","UKG","UKG","A","UKG - A","Parasmal Raika","Laxmi Devi","Parasmal Raika","9460619166","9460619166","9460619166","Opp. Collectorate, Mahaveer Nagar, Barmer","Male","2020-06-22","General","Raman",false,false,"",24000,18000,6000,6000,"Active"
"SR-2024-1121","ADM-5121","PEN-RJ-2024-548205","Bharti Parihar","16","UKG","UKG","A","UKG - A","Mahendra Parihar","Parvati Devi","Mahendra Parihar","9828987973","9828987973","9828987973","Shastri Nagar, Sector 2, Barmer","Female","2020-12-21","OBC","Shivaji",false,false,"",24000,9500,14500,14500,"Active"
"SR-2024-1122","ADM-5122","PEN-RJ-2024-669769","Arjun Trivedi","17","UKG","UKG","A","UKG - A","Khimraj Trivedi","Rekha","Khimraj Trivedi","9784281981","9784281981","9784281981","Indira Colony, Lane 4, Barmer","Male","2020-02-04","General","Raman",false,false,"",24000,24000,0,0,"Active"
"SR-2024-1123","ADM-5123","PEN-RJ-2024-340601","Jethmal Dave","18","UKG","UKG","A","UKG - A","Jabbar Singh Dave","Savitri Devi","Jabbar Singh Dave","9414474350","9414474350","9414474350","Opp. Collectorate, Mahaveer Nagar, Barmer","Male","2020-05-04","OBC","Raman",false,false,"",24000,24000,0,0,"Active"
"SR-2024-1124","ADM-5124","PEN-RJ-2024-453198","Jabbar Vyas","19","UKG","UKG","A","UKG - A","Jethmal Vyas","Kamla Devi","Jethmal Vyas","9828303547","9828303547","9828303547","Uttarlai Road, Near KV School, Barmer","Male","2020-07-25","SC","Shivaji",true,true,"Route 7 (Sindhari Road - Kalyanpura)",36000,36000,0,0,"Active"
"SR-2024-1125","ADM-5125","PEN-RJ-2024-144435","Riya Shekhawat","20","UKG","UKG","A","UKG - A","Dinesh Shekhawat","Gulab Kanwar","Dinesh Shekhawat","9414655141","9414655141","9414655141","Tilak Nagar, Barmer","Female","2020-10-07","OBC","Ashoka",false,false,"",24000,9500,14500,14500,"Active"
"SR-2024-1126","ADM-5126","PEN-RJ-2024-409902","Rashmi Gupta","21","UKG","UKG","A","UKG - A","Uttamchand Gupta","Pushpa Devi","Uttamchand Gupta","8769473922","8769473922","8769473922","Kalyanpura, Barmer","Female","2020-07-21","OBC","Shivaji",true,true,"Route 7 (Sindhari Road - Kalyanpura)",36000,36000,0,0,"Active"
"SR-2024-1127","ADM-5127","PEN-RJ-2024-589799","Amar Dave","22","UKG","UKG","A","UKG - A","Chhagan Lal Dave","Durga Devi","Chhagan Lal Dave","9828255173","9828255173","9828255173","Panch Batti Circle, Barmer","Male","2020-02-11","ST","Raman",false,false,"",24000,9500,14500,14500,"Active"
"SR-2024-1128","ADM-5128","PEN-RJ-2024-461569","Shravan Dadhich","23","UKG","UKG","A","UKG - A","Ramesh Chand Dadhich","Sugan Kanwar","Ramesh Chand Dadhich","9828485106","9828485106","9828485106","Baldev Nagar, Near Ratan Singh Circle, Barmer","Male","2020-02-25","ST","Tagore",false,false,"",24000,9500,14500,14500,"Active"
"SR-2024-1129","ADM-5129","PEN-RJ-2024-145822","Radha Choudhary","24","UKG","UKG","A","UKG - A","Rikhabdas Choudhary","Anand Kanwar","Rikhabdas Choudhary","9829524062","9829524062","9829524062","Tilak Nagar, Barmer","Female","2020-08-02","SC","Shivaji",false,false,"",24000,24000,0,0,"Active"
"SR-2024-1130","ADM-5130","PEN-RJ-2024-663588","Ira Vyas","25","UKG","UKG","A","UKG - A","Sawai Singh Vyas","Pushpa Devi","Sawai Singh Vyas","9829679256","9829679256","9829679256","Chohtan Circle, Highway Link, Barmer","Female","2020-11-08","General","Tagore",true,true,"Route 1 (Baldev Nagar - Ratan Singh Circle)",36000,36000,0,0,"Active"
"SR-2024-1131","ADM-5131","PEN-RJ-2024-875136","Mukesh Panwar","26","UKG","UKG","A","UKG - A","Parasmal Panwar","Parvati Devi","Parasmal Panwar","9828296215","9828296215","9828296215","Kalyanpura, Barmer","Male","2020-09-03","ST","Shivaji",false,false,"",24000,24000,0,0,"Active"
"SR-2024-1132","ADM-5132","PEN-RJ-2024-345941","Pushpendra Shekhawat","27","UKG","UKG","A","UKG - A","Teja Ram Shekhawat","Parvati Devi","Teja Ram Shekhawat","8769657853","8769657853","8769657853","Chohtan Circle, Highway Link, Barmer","Male","2020-04-24","ST","Shivaji",true,true,"Route 2 (Indira Colony - Shastri Nagar)",36000,21500,14500,14500,"Active"
"SR-2024-1133","ADM-5133","PEN-RJ-2024-630711","Chhavi Dewasi","28","UKG","UKG","A","UKG - A","Shaitan Singh Dewasi","Gulab Kanwar","Shaitan Singh Dewasi","9784811916","9784811916","9784811916","Baldev Nagar, Near Ratan Singh Circle, Barmer","Female","2020-07-21","SC","Shivaji",false,false,"",24000,18000,6000,6000,"Active"
"SR-2024-1134","ADM-5134","PEN-RJ-2024-685709","Kamlesh Charan","29","UKG","UKG","A","UKG - A","Pabu Ram Charan","Sushila","Pabu Ram Charan","9828272453","9828272453","9828272453","Kalyanpura, Barmer","Male","2020-04-03","ST","Raman",true,true,"Route 7 (Sindhari Road - Kalyanpura)",36000,18000,18000,18000,"Active"
"SR-2024-1135","ADM-5135","PEN-RJ-2024-551565","Kuldeep Joshi","30","UKG","UKG","A","UKG - A","Hanuman Ram Joshi","Prem Kanwar","Hanuman Ram Joshi","9829680696","9829680696","9829680696","Laxmi Nagar, Street 3, Barmer","Male","2020-11-20","ST","Shivaji",true,true,"Route 7 (Sindhari Road - Kalyanpura)",36000,36000,0,0,"Active"
"SR-2024-1136","ADM-5136","PEN-RJ-2024-212612","Santosh Dadhich","31","UKG","UKG","A","UKG - A","Rajesh Dadhich","Sita Devi","Rajesh Dadhich","9784103706","9784103706","9784103706","Jasol Road, Balotra Highway, Barmer","Female","2020-05-21","SC","Tagore",false,false,"",24000,24000,0,0,"Active"
"SR-2024-1137","ADM-5137","PEN-RJ-2024-965862","Ahana Jain","32","UKG","UKG","A","UKG - A","Prem Singh Jain","Durga Devi","Prem Singh Jain","9460213666","9460213666","9460213666","Khatan Kocha, Inside City, Barmer","Female","2020-05-17","ST","Tagore",false,false,"",24000,24000,0,0,"Active"
"SR-2024-1138","ADM-5138","PEN-RJ-2024-984411","Usha Trivedi","33","UKG","UKG","A","UKG - A","Khimraj Trivedi","Manju","Khimraj Trivedi","9460895169","9460895169","9460895169","Laxmi Nagar, Street 3, Barmer","Female","2020-07-07","OBC","Ashoka",false,false,"",24000,14500,9500,9500,"Active"
"SR-2024-1139","ADM-5139","PEN-RJ-2024-146766","Amar Meghwal","34","UKG","UKG","A","UKG - A","Sohan Lal Meghwal","Kanta Devi","Sohan Lal Meghwal","8769790653","8769790653","8769790653","Khatan Kocha, Inside City, Barmer","Male","2020-05-16","OBC","Raman",false,false,"",24000,0,24000,24000,"Active"
"SR-2024-1140","ADM-5140","PEN-RJ-2024-397890","Shanaya Panwar","35","UKG","UKG","A","UKG - A","Kailash Panwar","Sushila","Kailash Panwar","9784859123","9784859123","9784859123","Shastri Nagar, Sector 2, Barmer","Female","2020-12-14","ST","Tagore",false,false,"",24000,14500,9500,9500,"Active"
"SR-2024-1141","ADM-5141","PEN-RJ-2024-981472","Myra Choudhary","01","UKG","UKG","B","UKG - B","Mahendra Choudhary","Meenakshi","Mahendra Choudhary","8769993381","8769993381","8769993381","Chohtan Circle, Highway Link, Barmer","Female","2020-02-09","ST","Ashoka",false,false,"",24000,0,24000,24000,"Active"
"SR-2024-1142","ADM-5142","PEN-RJ-2024-144307","Aarti Mittal","02","UKG","UKG","B","UKG - B","Khimraj Mittal","Kanta Devi","Khimraj Mittal","8769154489","8769154489","8769154489","Baldev Nagar, Near Ratan Singh Circle, Barmer","Female","2020-09-02","General","Ashoka",true,true,"Route 7 (Sindhari Road - Kalyanpura)",36000,14500,21500,21500,"Active"
"SR-2024-1143","ADM-5143","PEN-RJ-2024-589274","Sawai Gaur","03","UKG","UKG","B","UKG - B","Bhagwan Das Gaur","Rekha","Bhagwan Das Gaur","9414518867","9414518867","9414518867","Baytu Link Road, Barmer","Male","2020-07-18","General","Tagore",false,false,"",24000,12000,12000,12000,"Active"
"SR-2024-1144","ADM-5144","PEN-RJ-2024-496488","Bhanwar Parihar","04","UKG","UKG","B","UKG - B","Tarachand Parihar","Sharda","Tarachand Parihar","9829652530","9829652530","9829652530","Ramsar Road, Barmer","Male","2020-03-01","SC","Shivaji",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",36000,14500,21500,21500,"Active"
